"application/x-bin","Binary Data File (Unknown Source)","BIN, BI",0,"L","1.05.00",380
"application/x-binary","Binary Data File (Unknown Source)","BIN, BI",0,"L","1.05.00",380
"application/x-binaryii","ShrinkIt Apple ][ Compressed Archive","BXY, BLU",0,"M","2.20.00",2368
"application/x-bittorrent","BitTorrent Metainfo","TORRENT",0,"M","2.07.00",1403
"application/x-brioquery","BrioQuery File","BQY",0,"M","2.20.00",2902
"application/x-bz2","Bzip Archive V2","BZ, BZ2, TBV2",0,"M","2.19.00",1426
"application/x-bzip","Bzip Archive V1","BZ",0,"M","2.14.00",2302
"application/x-bzip2","Bzip Archive V2","BZ, BZ2, TBV2",0,"M","2.19.00",1426
"application/x-caf","Composite Attachment File","CAF, DAF, EM, PM",0,"M","2.16.01",2509
"application/x-cdf","Unidata NetCDF Graphic Image","CDF",0,"M","2.10.00",1923
"application/x-cdr","Corel Draw Raster (Intel)","CDR, PAT, CDT","Y","H","2.15.03",241
"application/x-cdr","Corel Draw Raster (Motorola)","CDR, PAT","Y","H","2.17.00",2597
"application/x-cdt","Corel Draw Template","CDT",0,"H","2.07.00",612
"application/x-chess-pgn","Portable Game Notation","PGN",0,"M","2.11.00",1988
"application/x-cmx","Corel Metafile Exchange Image (Intel)","CMX, PAT, CDR",0,"H","2.25.00",631
"application/x-cmx","Corel Metafile Exchange Img (Motorola)","CMX, PAT, CDR",0,"H","2.17.00",2279
"application/x-compress","Gzip Unix Archive","GZ, Z, ?Z, ??Z, TAR",0,"M","2.28.00",44
"application/x-compress","LHarc Compressed Archive","LHA, LZH, LHn, LZn, LHD, LZS",0,"M","2.22.00",50
"application/x-compress","PMarc Archive","PMA",0,"M","2.22.00",3115
"application/x-compress","UNIX Compress Archive","Z, TAZ, TGZ, GZ, GTAR",0,"M","2.07.00",1088
"application/x-compressed","Ace Archive","ACE",0,"M","2.08.00",481
"application/x-compressed","Arj Archive","ARJ, A??, DSK",0,"M","2.14.00",21
"application/x-compressed","Bzip Archive V1","BZ",0,"M","2.14.00",2302
"application/x-compressed","Bzip Archive V2","BZ, BZ2, TBV2",0,"M","2.19.00",1426
"application/x-compressed","JAR Compressed Archive","JAR",0,"M","2.07.00",1430
"application/x-compressed","JARCS Compressed Archive","JAR, J",0,"M","2.24.00",1431
"application/x-compressed","Java Archive","JAR, ZIP, BASE, MZP","Y","M","2.12.01",1432
"application/x-compressed","Java Pack200 Archive","JAR","Y","M","2.25.00",3419
"application/x-compressed","LHarc Compressed Archive","LHA, LZH, LHn, LZn, LHD, LZS",0,"M","2.22.00",50
"application/x-compressed","PKZip Archive","ZIP, JAR, WMZ","Y","M","2.33.00",12
"application/x-compressed","PKZip Archive (Encrypted)","ZIP, JAR, WMZ","Y","H","2.23.00",3176
"application/x-compressed","PMarc Archive","PMA",0,"M","2.22.00",3115
"application/x-compressed","UNIX Compress Archive","Z, TAZ, TGZ, GZ, GTAR",0,"M","2.07.00",1088
"application/x-coreldraw","Corel Draw Raster (Intel)","CDR, PAT, CDT","Y","H","2.15.03",241
"application/x-coreldraw","Corel Draw Raster (Motorola)","CDR, PAT","Y","H","2.17.00",2597
"application/x-corelxara","Xara Web Document","WEB",0,"M","2.12.00",1141
"application/x-cpio","CPIO Archive","CPIO",0,"M","2.22.00",1427
"application/x-cprplayer","Corel Presents Presentation","PQF, SHW, CPR","Y","H","2.27.00",634
"application/x-csv","Comma Separated Values Text File","CAS, CSV, LOG","Y","H","2.31.02",451
"application/x-da-chess-pgn","Portable Game Notation","PGN",0,"M","2.11.00",1988
"application/x-dbf","dBase II Database","DBF","Y","H","2.30.04",3157
"application/x-dbf","dBase III+/FoxBase+ Database (with memo)","DBF","Y","H","2.30.04",3150
"application/x-dbf","dBase III/III+/IV/FoxBase+/FoxPro Database","DBF","Y","H","2.30.04",58
"application/x-dbf","dBase IV Database","DBF","Y","H","2.30.04",3152
"application/x-dbf","dBase IV Database (with memo)","DBF, BF","Y","H","2.30.04",3154
"application/x-dbf","dBase IV Database (with SQL table)","DBF","Y","H","2.30.04",3155
"application/x-dbf","dBase V Database","DBF","Y","H","2.30.04",3153
"application/x-dbf","FlagShip Database (with memo)","DBF","Y","H","2.30.04",3156
"application/x-dbf","FoxBase Database","DBF","Y","H","2.30.04",3151
"application/x-dbf","FoxPro/RealMedia CD Tracks Database","DBF","Y","H","2.30.04",1349
"application/x-dbf","MS Visual FoxPro Database","DBF, PJX, DBC","Y","H","2.30.04",2762
"application/x-dbm","DataEase Database","DBM",0,"M","2.16.00",2427
"application/x-dease","DataEase Database","DBM",0,"M","2.16.00",2427
"application/x-debian-package","Debian Linux Package","DEB",0,"M","2.22.00",2407
"application/x-desktop","KDE/GNOME Desktop Entry","DESKTOP",0,"M","2.25.00",3444
"application/x-director","Macromedia Director File (Intel)","DCR",0,"H","2.30.02",3970
"application/x-director","Macromedia Director File (Macintosh)","DCR",0,"H","2.30.00",285
"application/x-director","Macromedia Director Movie","DIR",0,"M","2.03.06",526
"application/x-director","Macromedia Director Movie (Intel)","DXR, CXT, DIR",0,"M","2.04.00",271
"application/x-director","Macromedia Director Movie (MacBinary)","DIR",0,"M","2.09.00",1752
"application/x-director","Macromedia Director Movie (Macintosh)","DXR, CXT, DIR",0,"H","2.25.00",169
"application/x-director","Shockwave Audio","SWA",0,"M","2.07.00",1084
"application/x-dos-exe","DOS Program","EXE, COM, SYS, OVL","Y","M","1.00.00",15
"application/x-dpkg","Debian Linux Package","DEB",0,"M","2.22.00",2407
"application/x-dvb","AutoCAD VBA Macro","DVB","Y","H","2.27.00",3624
"application/x-dvi","TeX Device Independent Document","DVI",0,"M","2.25.00",1830
"application/x-dwf","AutoDesk Web Graphics Image","DWF",0,"M","2.10.00",692
"application/x-dwg","AutoCAD Drawing","DWG",0,"M","2.03.06",26
"application/x-dxb","AutoCAD Drawing Exchange Binary","DXB, ACAD",0,"M","2.08.00",75
"application/x-dxf","AutoCAD Drawing Exchange (ASCII)","DXF",0,"M","2.03.18",73
"application/x-dxf","AutoCAD Drawing Exchange(Binary)","DXF",0,"M","2.08.00",74
"application/x-ebo","MS Reader Ebook (EBO)","EBO",0,"M","2.07.00",1482
"application/x-eet","Eet Archive","EET",0,"M","2.16.00",2437
"application/x-efe","Ensoniq EPS Instrument","EFE",0,"M","2.15.00",696
"application/x-elc","Emacs/XEmacs Byte-Compiled Lisp","ELC",0,"M","2.26.00",3537
"application/x-emf","MS Windows Enhanced Metafile","EMF, TMP, WMF",0,"M","2.07.00",702
"application/x-enable-spreadsheet","Enable Spreadsheet","SSF",0,"M","2.20.00",1081
"application/x-endnote-connect","EndNote Connection File","ENZ",0,"M","2.10.00",1845
"application/x-endnote-connection","EndNote Connection File","ENZ",0,"M","2.10.00",1845
"application/x-envoy","Envoy Document","EVY, ENV",0,"M","2.07.00",251
"application/x-excel","Comma Separated Values Text File","CAS, CSV, LOG","Y","H","2.31.02",451
"application/x-excel","MS Excel Spreadsheet (MacBinary)","XLS",0,"M","2.28.00",1766
"application/x-excel","MS Excel Worksheet/Template (OLE)","XLS, XLA, XLT, XLB, WWS, XLM","Y","H","2.29.01",111
"application/x-exe","DOS Program","EXE, COM, SYS, OVL","Y","M","1.00.00",15
"application/x-exe","MS Windows .NET Program (32 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.18.00",2682
"application/x-exe","MS Windows .NET Program (64 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.18.00",2683
"application/x-exe","MS Windows Driver (16 bit)","EXE, VXD, SYS, DRV, 386","Y","H","2.03.10",290
"application/x-exe","MS Windows Program (16 bit)","EXE, MOD, BIN","Y","H","2.03.10",288
"application/x-exe","MS Windows Program (32 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.03.10",77
"application/x-exe","MS Windows Program (64 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.18.00",2681
"application/x-exe","MS Windows Program (WIN386)","EXE",0,"H","2.03.10",289
"application/x-fm","FrameMaker Book","FM, FRM",0,"M","2.20.00",2898
"application/x-font","X-Windows Portable Compiled Font","PCF",0,"M","2.13.02",2211
"application/x-fractals","Fractal Image File","FIF",0,"M","2.28.00",725
"application/x-frame","FrameMaker Dictionary",0,0,"M","2.16.00",2409
"application/x-frame","FrameMaker Document","FM, FRM",0,"M","2.04.01",730
"application/x-frame","FrameMaker Interchange File","MIF",0,"M","2.06.00",872
"application/x-frame","FrameMaker Screen Font",0,0,"M","2.16.00",2410
"application/x-framemaker","FrameMaker Book","FM, FRM",0,"M","2.20.00",2898
"application/x-framemaker","FrameMaker Document","FM, FRM",0,"M","2.04.01",730
"application/x-framemaker","FrameMaker Interchange File","MIF",0,"M","2.06.00",872
"application/x-freelance","Lotus Freelance Graphics 97 File","PRZ, DGM, SMC, MAS, SYM, PRE, BW, PAL",0,"M","2.28.00",976
"application/x-freelance","Lotus Freelance Graphics Smartmaster Look","MAS",0,"H","2.19.00",858
"application/x-futuresplash","Shockwave Flash Object","SWF, SPL","Y","H","2.25.00",429
"application/x-gawk","Nawk Programming Languaget","NAWK, GAWK, AWK",0,"M","2.16.00",2408
"application/x-gca-compressed","G Compressed Archive","GCA",0,"M","2.08.00",1604
"application/x-gdbm","GNU Database Manager File","GDBM",0,"M","2.16.00",2426
"application/x-glulx","Glulx Game Data","ULX",0,"M","2.24.00",3356
"application/x-glulx","Glulx Game Data (MacBinary)","ULX",0,"M","2.24.00",3357
"application/x-gnome-app-info","KDE/GNOME Desktop Entry","DESKTOP",0,"M","2.25.00",3444
"application/x-gsp","Geometer's Sketchpad Document","GSP",0,"M","2.28.00",3782
"application/x-gsS","Geometer's Sketchpad Script","GSS",0,"M","2.28.00",3783
"application/x-gtar","UNIX Compress Archive","Z, TAZ, TGZ, GZ, GTAR",0,"M","2.07.00",1088
"application/x-gzip","Gzip Unix Archive","GZ, Z, ?Z, ??Z, TAR",0,"M","2.28.00",44
"application/x-gzip","MIME Base64 Archive","B64",0,"M","2.09.01",482
"application/x-hbs-vcs","Virtual Calendar File","VCS, ICS",0,"M","2.18.00",2072
"application/x-hdf","Hierarchical Data Format File (v4)","HDF",0,"M","2.10.00",775
"application/x-hdf","Hierarchical Data Format File (v5)","HDF, HE5",0,"M","2.16.00",2411
"application/x-hgl","HP Graphics Language Drawing","HGL, HPGL, PLT, HPG",0,"M","2.28.00",778
"application/x-hgl","HP Graphics Language Drawing (PJL)","HPGL, HGL, PLT","Y","H","2.06.03",841
"application/x-hrf","Hitachi Raster Format Image","HRF",0,"M","2.08.00",1653
"application/x-httpd-eperl","Perl-Parsed HTML","PHTML",0,"L","2.00.00",944
"application/x-httpd-php","Personal Home Page Script","PHP, PHP3, PHP4, PH3, PH4",0,"M","2.15.01",2403
"application/x-hwp","Hangul Word Processor Document","HWP",0,"M","2.19.00",2756
"application/x-ica","Citrix Independent Computer Architecture File","ICA",0,"M","2.17.00",787
"application/x-ichitaro4","Ichitaro Document","JTD",0,"M","2.16.00",2436
"application/x-ichitaro4","Ichitaro Document (OLE)","JTD","Y","H","2.27.00",3644
"application/x-ichitaro5","Ichitaro Document","JTD",0,"M","2.16.00",2436
"application/x-ichitaro5","Ichitaro Document (OLE)","JTD","Y","H","2.27.00",3644
"application/x-ichitaro6","Ichitaro Document","JTD",0,"M","2.16.00",2436
"application/x-ichitaro6","Ichitaro Document (OLE)","JTD","Y","H","2.27.00",3644
"application/x-ico","MS Windows Icon","ICO","Y","H","2.24.00",114
"application/x-iff","Amiga Contiguous Bitmap","ACBM","Y","H","2.18.00",2629
"application/x-iff","Amiga IFF/8SVX Sound","SND, IFF, LBM, 8SV, SVX, 8SVX","Y","H","1.00.00",25
"application/x-iff","Amiga Interchange File Format Image","LBM, IFF, ILM, BBM, ILBM, BLK","Y","H","2.25.00",6
"application/x-iff","Interchange File Format","IFF","Y","H","2.07.00",233
"application/x-iges","Initial Graphics Exchange Specification","IGES, IGS",0,"M","2.26.01",795
"application/x-imagemagick-image","Machine Independent File Format Image","MIFF, MIF",0,"M","2.18.00",873
"application/x-img","GEM VDI Paint Image","IMG, GEM","Y","M","2.25.00",9
"application/x-iso","ISO 9660 CD-ROM Image (Data Mode 1)","ISO",0,"M","2.07.00",803
"application/x-iso","IsoBuster CD/DVD Image","IBP",0,"M","2.28.00",3811
"application/x-iso9660-image","ISO 9660 CD-ROM Image (Data Mode 1)","ISO",0,"M","2.07.00",803
"application/x-iso9660-image","IsoBuster CD/DVD Image","IBP",0,"M","2.28.00",3811
"application/x-java","Java Class (Compiled)","CLASS, CLA, CLS",0,"M","2.03.09",343
"application/x-java-archive","Java Archive","JAR, ZIP, BASE, MZP","Y","M","2.12.01",1432
"application/x-java-class","Java Class (Compiled)","CLASS, CLA, CLS",0,"M","2.03.09",343
"application/x-java-pack200","Java Pack200 Archive","JAR","Y","M","2.25.00",3419
"application/x-java-serialized-object","Java Serialized Object","SER",0,"M","2.12.03",440
"application/x-javascript","Java Script Source Code File","JS, ASP, HTM, HTML, HTT, HTC, ASPX, ASCX",0,"H","2.23.01",401
"application/x-javascript","Web Script Source Code","JS, ASP, HTM, HTML, HT?, INC, AS?X, BAS",0,"M","2.23.01",3319
"application/x-kdelnk","KDE Configuration",0,0,"M","2.16.00",2429
"application/x-kdelnk","KDE Desktop Entry",0,0,"M","2.16.00",2428
"application/x-keychain_access","PKCS #7 Secure MIME Message","P7M, EML, TXT",0,"M","2.22.01",1810
"application/x-keychain_access","PKCS Certificate / Digital ID","P7C, P10, P12, P7B",0,"L","2.00.00",924
"application/x-Kidspiration","Kidspiration Document","KID",0,"M","2.29.00",3875
"application/x-lha","Larc Archive","LZS, LZH",0,"M","1.00.00",52
"application/x-lha","LHarc Compressed Archive","LHA, LZH, LHn, LZn, LHD, LZS",0,"M","2.22.00",50
"application/x-lha","PMarc Archive","PMA",0,"M","2.22.00",3115
"application/x-lharc","LHarc Compressed Archive","LHA, LZH, LHn, LZn, LHD, LZS",0,"M","2.22.00",50
"application/x-lharc","PMarc Archive","PMA",0,"M","2.22.00",3115
"application/x-lotus-notes","Lotus Notes Database Storage Facility","NS2, NSF, NTF, NDL, NS#, NSG, NSH",0,"M","2.13.05",900
"application/x-lwp","Lotus Word Pro 96/97 Document","LWP, MWP",0,"M","2.23.00",846
"application/x-lzh","LHarc Compressed Archive","LHA, LZH, LHn, LZn, LHD, LZS",0,"M","2.22.00",50
"application/x-lzh","PMarc Archive","PMA",0,"M","2.22.00",3115
"application/x-lzip","Lzip Cmopressed Archive",0,0,"M","2.25.00",3422
"application/x-lzop","lzop Compressed Archive","LZO",0,"M","2.08.00",1615
"application/x-lzx","LZX Archive","LZX",0,"M","2.29.00",471
"application/x-maker","FrameMaker Book","FM, FRM",0,"M","2.20.00",2898
"application/x-maker","FrameMaker Document","FM, FRM",0,"M","2.04.01",730
"application/x-maker","FrameMaker Interchange File","MIF",0,"M","2.06.00",872
"application/x-mathcad","MathCaD Document","MCD",0,"M","2.10.00",1898
"application/x-mcad","MathCaD Document","MCD",0,"M","2.10.00",1898
"application/x-midi","Midi Sequencer Music (MacBinary)","MID",0,"M","2.09.00",1794
"application/x-midi","Standard Midi Sequencer Music","MID, MDI, RMI, SMF, MIDI","Y","H","2.07.00",240
"application/x-mif","FrameMaker Interchange File","MIF",0,"M","2.06.00",872
"application/x-mif","Machine Independent File Format Image","MIFF, MIF",0,"M","2.18.00",873
"application/x-mime","Internet Message (MIME)","EML, TXT, MHT, MIM, MME, MIME, MSG","Y","H","2.22.01",1262
"application/x-mmjb-mmz","MusicMatch Theme File","MMZ",0,"M","2.10.00",1129
"application/x-mpp","MS Project File","MPP, MPT","Y","H","2.26.00",348
"application/x-ms-access","MS Access Database/Template/Addition","MDB, MDT, MDA, MDE, DPM, WCD, MDW, SBC",0,"M","2.11.00",330
"application/x-ms-exchange","MS Exchange Shortcut/Link","XNK",0,"M","2.22.00",1164
"application/x-ms-powerpoint","MS PowerPoint Slides (MacBinary)","PPT, PPA, POT, PPS",0,"M","2.28.00",1758
"application/x-ms-powerpoint","MS PowerPoint Slides (OLE)","PPT, PPA, POT, PPS","Y","H","2.30.04",164
"application/x-ms-reader","MS Reader Ebook (LIT)","LIT",0,"M","2.10.00",1892
"application/x-ms-shortcut","MS Windows Shortcut/Link","LNK",0,"M","2.14.00",314
"application/x-msaccess","MS Access Database","MDE",0,"L","2.00.00",865
"application/x-msaccess","MS Access Database/Template/Addition","MDB, MDT, MDA, MDE, DPM, WCD, MDW, SBC",0,"M","2.11.00",330
"application/x-mscardfile","MS Windows Card File (Win 3.x)","CRD",0,"M","2.14.00",2321
"application/x-mscardfile","MS Windows Card File (Win NT)","CRD","Y","M","2.25.00",117
"application/x-msclip","MS Windows Clipboard/Picture","CLP",0,"M","2.08.00",196
"application/x-msdos-program","DOS Program","EXE, COM, SYS, OVL","Y","M","1.00.00",15
"application/x-msdos-windows","MS Windows .NET Program (32 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.18.00",2682
"application/x-msdos-windows","MS Windows .NET Program (64 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.18.00",2683
"application/x-msdos-windows","MS Windows Driver (16 bit)","EXE, VXD, SYS, DRV, 386","Y","H","2.03.10",290
"application/x-msdos-windows","MS Windows Program (16 bit)","EXE, MOD, BIN","Y","H","2.03.10",288
"application/x-msdos-windows","MS Windows Program (32 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.03.10",77
"application/x-msdos-windows","MS Windows Program (64 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.18.00",2681
"application/x-msdos-windows","MS Windows Program (WIN386)","EXE",0,"H","2.03.10",289
"application/x-msdownload","Absolute Packager Self Extracting Archive","EXE, ZIP",0,"M","2.10.01",1971
"application/x-msdownload","Arc 6.0 MKS Archive","EXE",0,"M","1.00.00",82
"application/x-msdownload","Arj Self Extracting Archive","EXE",0,"M","1.00.00",76
"application/x-msdownload","Binary Data File (Unknown Source)","BIN, BI",0,"L","1.05.00",380
"application/x-msdownload","DOS Program","EXE, COM, SYS, OVL","Y","M","1.00.00",15
"application/x-msdownload","DOS Program (Tiny)","COM, BIN, SYS","Y","M","2.32.02",30
"application/x-msdownload","Larc Self Extracting Archive","COM",0,"M","1.00.00",35
"application/x-msdownload","Larc Self Extracting Archive","EXE",0,"M","1.00.00",78
"application/x-msdownload","LHarc Self Extracting Archive","COM, EXE",0,"M","1.00.00",36
"application/x-msdownload","LHarc Self Extracting Archive","EXE",0,"M","1.00.00",80
"application/x-msdownload","LZexe Self Extracting Archive","EXE",0,"M","1.00.00",79
"application/x-msdownload","MS Windows .NET Library (32 bit)","DLL, TLB, OCX, CPL, HX?","Y","H","2.18.00",2686
"application/x-msdownload","MS Windows .NET Library (64 bit)","DLL, TLB, OCX, CPL, HX?","Y","H","2.18.00",2685
"application/x-msdownload","MS Windows .NET Program (32 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.18.00",2682
"application/x-msdownload","MS Windows .NET Program (64 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.18.00",2683
"application/x-msdownload","MS Windows Driver (16 bit)","DRV, DLL, VBX","Y","H","2.03.10",292
"application/x-msdownload","MS Windows Driver (16 bit)","EXE, VXD, SYS, DRV, 386","Y","H","2.03.10",290
"application/x-msdownload","MS Windows Library (16 bit)","DLL, DRV, VBX, EXE","Y","H","2.03.10",291
"application/x-msdownload","MS Windows Library (32 bit)","DLL, TLB, OCX, CPL, HX?","Y","H","2.03.10",325
"application/x-msdownload","MS Windows Library (64 bit)","DLL, TLB, OCX, CPL, HX?","Y","H","2.18.00",2684
"application/x-msdownload","MS Windows Program (16 bit)","EXE, MOD, BIN","Y","H","2.03.10",288
"application/x-msdownload","MS Windows Program (32 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.03.10",77
"application/x-msdownload","MS Windows Program (64 bit)","EXE, SCR, MOD, SYS, BIN, COM","Y","H","2.18.00",2681
"application/x-msdownload","MS Windows Program (WIN386)","EXE",0,"H","2.03.10",289
"application/x-msdownload","PECompact2 Compressed Executable","EXE",0,"M","2.22.00",3159
"application/x-msdownload","Petite Compressed Executable","EXE",0,"M","2.22.00",3160
"application/x-msdownload","PK Arc Self Extracting Archive","EXE",0,"M","1.00.00",81
"application/x-msdownload","PKZip Self Extracting Archive","EXE, ZIP","Y","M","1.00.00",283
"application/x-msdownload","UPX Compressed Executable","EXE",0,"M","2.22.00",3158
"application/x-msdownload","WinZip Self Extracting Archive","EXE, ZIP",0,"M","2.09.02",584
"application/x-msexcel","MS Excel Worksheet/Template (OLE)","XLS, XLA, XLT, XLB, WWS, XLM","Y","H","2.29.01",111
"application/x-msmediaview","Microsoft Multimedia Viewer File","MVB",0,"L","2.00.00",888
"application/x-msmetafile","MS Windows Metafile (placeable)","WMF, APM",0,"M","2.19.00",230
"application/x-msmoney","MS Money Data","MNY, MN?",0,"M","1.00.00",45
"application/x-mspowerpoint","MS PowerPoint Slides (MacBinary)","PPT, PPA, POT, PPS",0,"M","2.28.00",1758
"application/x-mspowerpoint","MS PowerPoint Slides (OLE)","PPT, PPA, POT, PPS","Y","H","2.30.04",164
"application/x-msproj","MS Project File","MPP, MPT","Y","H","2.26.00",348
"application/x-msproject","MS Project File","MPP, MPT","Y","H","2.26.00",348
"application/x-mspublisher","MS Publisher Document","PUB",0,"H","2.28.00",1356
"application/x-msschedule","MS Schedule+ Schedule","SC2, SCD",0,"L","2.00.00",1031
"application/x-msterminal","MS Terminal File","TRM",0,"M","2.03.06",1098
"application/x-msworks","MS Works Spreadsheet (OLE)","WLR","Y","H","2.18.00",2625
"application/x-msworks","MS Works Spreadsheet 2 for Mac","SS2, SS",0,"M","2.21.00",3010
"application/x-msworks","MS Works Spreadsheet 2 for Windows/DOS","WKS",0,"M","2.21.00",3007
"application/x-msworks","MS Works Spreadsheet 3 for Mac","SS3, SS",0,"M","2.21.00",3011
"application/x-msworks","MS Works Spreadsheet for DOS","WKS",0,"M","2.21.00",2125
"application/x-msworks-db","MS Works Database (MacBinary)","WDB",0,"M","2.09.00",1740
"application/x-msworks-db","MS Works Database (OLE)","WDB, DB","Y","H","2.27.00",567
"application/x-msworks-db","MS Works Database 2 for Windows/DOS","WDB",0,"M","2.21.00",3005
"application/x-msworks-db","MS Works Database 3 for Windows","WDB",0,"M","2.28.00",3006
"application/x-msworks-wp","MS Works for DOS Document","WPS, WWP","Y","H","2.28.00",134
"application/x-msworks-wp","MS Works for Mac 2 Document","WP2",0,"M","2.19.00",2759
"application/x-msworks-wp","MS Works for Mac 3 Document","WP",0,"M","2.19.00",2758
"application/x-msworks-wp","MS Works for Mac 4 Database/Doc/Sheet (OLE)","DB4, WP4, SS4","Y","H","2.19.00",2757
"application/x-msworks-wp","MS Works for Windows 3 Document (OLE)","WPS, WWP","Y","H","2.19.00",2624
"application/x-mswrite","MS Write / Word Backup","WRI, WBK, TMP, DOC","Y","H","2.17.00",1136
"application/x-mswrite","MS Write Document","WRI","Y","H","1.00.00",215
"application/x-myriad-music","Harmony Assistant Melody","MYR",0,"M","2.31.00",4040
"application/x-nawk","Nawk Programming Languaget","NAWK, GAWK, AWK",0,"M","2.16.00",2408
"application/x-netcdf","Unidata NetCDF Graphic Image","CDF",0,"M","2.10.00",1923
"application/x-newton-compatible-pkg","Newton PDA Package Archive",0,0,"M","2.23.00",3205
"application/x-nwc","Noteworthy Composer Song","NWC",0,"M","2.17.00",904
"application/x-obak","MS Reader Ebook (LIT)","LIT",0,"M","2.10.00",1892
"application/x-ofr","OptimFROG Encoded Audio","OFR",0,"M","2.09.00",1719
"application/x-ogg","OGG FLAC Compressed Audio","OGG",0,"M","2.24.00",2922
"application/x-ogg","OGG Vorbis Compressed Audio","OGG, OGA",0,"M","2.24.00",1537
"application/x-ogg","OGG Vorbis Compressed Audio (MacBinary)","OGG",0,"M","2.16.00",2451
"application/x-ole-storage","MS Windows Installer Package / Wizard","MSI, MST, DAT, MSM, WID, WIM","Y","H","2.24.00",1211
"application/x-orgplus","OrgPlus Organization Chart","OPX",0,"M","2.17.00",915
"application/x-PageMaker","PageMaker 3.0 Document","PM3",0,"M","1.00.00",131
"application/x-palmpilot","Palm OS Application",0,0,"M","2.23.00",3278
"application/x-pando","Pando Package","PANDO",0,"M","2.32.00",4086
"application/x-pcf","X-Windows Portable Compiled Font","PCF",0,"M","2.13.02",2211
"application/x-pdf","Adobe Portable Document Format","PDF","Y","H","2.31.00",258
"application/x-pdf","Adobe Portable Document Format (PDF/A)","PDF","Y","H","2.31.02",4065
"application/x-pdf","Adobe Portable Document Format (PDF/A-1a)","PDF","Y","H","2.31.02",4062
"application/x-pdf","Adobe Portable Document Format (PDF/A-1b)","PDF","Y","H","2.31.02",4063
"application/x-pdf","Adobe Portable Document Format (PDF/X)","PDF","Y","H","2.31.02",4064
"application/x-perfmon","MS Windows Performance Monitor Chart","PMC",0,"M","2.13.00",2156
"application/x-perfmon","MS Windows Performance Monitor Log","PML",0,"M","2.33.00",4120
"application/x-perfmon","MS Windows Performance Monitor Workspace","PMW",0,"M","2.28.00",3815
"application/x-perl","Perl Application","PL",0,"M","2.16.00",955
"application/x-pgl","HP Plotter Language Drawing","PGL, HPGL",0,"M","2.23.00",941
"application/x-pgp","Pretty Good Privacy Encrypted Data",0,0,"M","2.16.00",2435
"application/x-pgp","Pretty Good Privacy Key/Signature/Data","PGP",0,"M","2.16.00",942
"application/x-pgp-keyring","Pretty Good Privacy (PGP) Private Keyring","SKA, SKR",0,"M","2.07.00",1066
"application/x-pgp-keyring","Pretty Good Privacy Public Keyring","PKR",0,"M","2.16.00",1452
"application/x-pgp-plugin","Pretty Good Privacy Key/Signature/Data","PGP",0,"M","2.16.00",942
"application/x-php","Personal Home Page Script","PHP, PHP3, PHP4, PH3, PH4",0,"M","2.15.01",2403
"application/x-pkcs12","PKCS Certificate / Digital ID","P7C, P10, P12, P7B",0,"L","2.00.00",924
"application/x-pkcs7-certificate","PKCS Certificate / Digital ID","P7C, P10, P12, P7B",0,"L","2.00.00",924
"application/x-pkcs7-mime","PKCS #7 Secure MIME Message","P7M, EML, TXT",0,"M","2.22.01",1810
"application/x-pkcs7-mime","PKCS Certificate / Digital ID","P7C, P10, P12, P7B",0,"L","2.00.00",924
"application/x-pkcs7-signature","CrossePAC Compressed Archive","PAC",0,"M","2.06.00",1362
"application/x-png","Portable Network Graphics Bitmap","PNG","Y","H","2.23.00",965
"application/x-powerpoint","MS PowerPoint Slides (MacBinary)","PPT, PPA, POT, PPS",0,"M","2.28.00",1758
"application/x-powerpoint","MS PowerPoint Slides (OLE)","PPT, PPA, POT, PPS","Y","H","2.30.04",164
"application/x-preview","OS/2 Bitmap Graphic Array","BGA",0,"M","2.07.00",1542
"application/x-qif","Quicken Interchange Format","QIF",0,"M","2.17.00",993
"application/x-qpro","QuattroPro Spreadsheet","WB1, WB2, WB3",0,"M","2.09.00",1135
"application/x-quark-express","Quark XPress Document (MacBinary)","QXD",0,"M","2.16.00",1764
"application/x-quark-express","Quark XPress Document/Template (English,Intel)","QXD, QXT, QWD, QWT, QXL, QXB",0,"M","2.13.00",1000
"application/x-quark-express","Quark XPress Document/Template (English,Motorola)","QXD, QXT, QWD, QWT, QXL, QXB",0,"M","2.13.00",1439
"application/x-quark-express","Quark XPress Document/Template (Korean,Intel)","QXD, QXT, QWD, QWT, QXL, QXB",0,"M","2.22.00",3112
"application/x-quark-express","Quark XPress Document/Template (Korean,Motorola)","QXD, QXT, QWD, QWT, QXL, QXB",0,"M","2.22.00",3113
"application/x-quark-xpress-3","Quark XPress Document/Template (English,Motorola)","QXD, QXT, QWD, QWT, QXL, QXB",0,"M","2.13.00",1439
